Zip,state,Primary eGRID Subregion,Subregion annual CO2e output emission rate (lb/MWh)
2653,MA,NEWE,540.48
2655,MA,NEWE,540.48
2657,MA,NEWE,540.48
2659,MA,NEWE,540.48
2660,MA,NEWE,540.48
2661,MA,NEWE,540.48
2662,MA,NEWE,540.48
2663,MA,NEWE,540.48
2664,MA,NEWE,540.48
2666,MA,NEWE,540.48
2667,MA,NEWE,540.48
2668,MA,NEWE,540.48
2669,MA,NEWE,540.48
2670,MA,NEWE,540.48
2671,MA,NEWE,540.48
2672,MA,NEWE,540.48
2673,MA,NEWE,540.48
2675,MA,NEWE,540.48
2702,MA,NEWE,540.48
2703,MA,NEWE,540.48
2712,MA,NEWE,540.48
2713,MA,NEWE,540.48
2714,MA,NEWE,540.48
2715,MA,NEWE,540.48
2717,MA,NEWE,540.48
2718,MA,NEWE,540.48
2719,MA,NEWE,540.48
2720,MA,NEWE,540.48
2721,MA,NEWE,540.48
2722,MA,NEWE,540.48
2723,MA,NEWE,540.48
2724,MA,NEWE,540.48
2725,MA,NEWE,540.48
2726,MA,NEWE,540.48
2738,MA,NEWE,540.48
2739,MA,NEWE,540.48
2740,MA,NEWE,540.48
2741,MA,NEWE,540.48
2742,MA,NEWE,540.48
2743,MA,NEWE,540.48
2744,MA,NEWE,540.48
2745,MA,NEWE,540.48
2746,MA,NEWE,540.48
2747,MA,NEWE,540.48
2748,MA,NEWE,540.48
2760,MA,NEWE,540.48
2761,MA,NEWE,540.48
2762,MA,NEWE,540.48
2763,MA,NEWE,540.48
2764,MA,NEWE,540.48
2766,MA,NEWE,540.48
2767,MA,NEWE,540.48
2768,MA,NEWE,540.48
2769,MA,NEWE,540.48
2770,MA,NEWE,540.48
2771,MA,NEWE,540.48
2777,MA,NEWE,540.48
2779,MA,NEWE,540.48
2780,MA,NEWE,540.48
2783,MA,NEWE,540.48
2790,MA,NEWE,540.48
2791,MA,NEWE,540.48
2801,RI,NEWE,540.48
2802,RI,NEWE,540.48
2804,RI,NEWE,540.48
2806,RI,NEWE,540.48
2807,RI,NEWE,540.48
2808,RI,NEWE,540.48
2809,RI,NEWE,540.48
2812,RI,NEWE,540.48
2813,RI,NEWE,540.48
2814,RI,NEWE,540.48
2815,RI,NEWE,540.48
2816,RI,NEWE,540.48
2817,RI,NEWE,540.48
2818,RI,NEWE,540.48
2822,RI,NEWE,540.48
2823,RI,NEWE,540.48
2824,RI,NEWE,540.48
2825,RI,NEWE,540.48
2826,RI,NEWE,540.48
2827,RI,NEWE,540.48
2828,RI,NEWE,540.48
2829,RI,NEWE,540.48
2830,RI,NEWE,540.48
2831,RI,NEWE,540.48
2832,RI,NEWE,540.48
2833,RI,NEWE,540.48
2835,RI,NEWE,540.48
2836,RI,NEWE,540.48
2837,RI,NEWE,540.48
2838,RI,NEWE,540.48
2839,RI,NEWE,540.48
2840,RI,NEWE,540.48
2841,RI,NEWE,540.48
2842,RI,NEWE,540.48
2852,RI,NEWE,540.48
2857,RI,NEWE,540.48
2858,RI,NEWE,540.48
2859,RI,NEWE,540.48
2860,RI,NEWE,540.48
2861,RI,NEWE,540.48
2862,RI,NEWE,540.48
2863,RI,NEWE,540.48
2864,RI,NEWE,540.48
2865,RI,NEWE,540.48
2871,RI,NEWE,540.48
2872,RI,NEWE,540.48
2873,RI,NEWE,540.48
2874,RI,NEWE,540.48
2875,RI,NEWE,540.48
2876,RI,NEWE,540.48
2877,RI,NEWE,540.48
2878,RI,NEWE,540.48
2879,RI,NEWE,540.48
2880,RI,NEWE,540.48
2881,RI,NEWE,540.48
2882,RI,NEWE,540.48
2883,RI,NEWE,540.48
2885,RI,NEWE,540.48
2886,RI,NEWE,540.48
2887,RI,NEWE,540.48
2888,RI,NEWE,540.48
2889,RI,NEWE,540.48
2891,RI,NEWE,540.48
2892,RI,NEWE,540.48
2893,RI,NEWE,540.48
2894,RI,NEWE,540.48
2895,RI,NEWE,540.48
2896,RI,NEWE,540.48
2898,RI,NEWE,540.48
2901,RI,NEWE,540.48
2902,RI,NEWE,540.48
2903,RI,NEWE,540.48
2904,RI,NEWE,540.48
2905,RI,NEWE,540.48
2906,RI,NEWE,540.48
2907,RI,NEWE,540.48
2908,RI,NEWE,540.48
2909,RI,NEWE,540.48
2910,RI,NEWE,540.48
2911,RI,NEWE,540.48
2912,RI,NEWE,540.48
2914,RI,NEWE,540.48
2915,RI,NEWE,540.48
2916,RI,NEWE,540.48
2917,RI,NEWE,540.48
2918,RI,NEWE,540.48
2919,RI,NEWE,540.48
2920,RI,NEWE,540.48
2921,RI,NEWE,540.48
2940,RI,NEWE,540.48
3031,NH,NEWE,540.48
3032,NH,NEWE,540.48
3033,NH,NEWE,540.48
3034,NH,NEWE,540.48
3036,NH,NEWE,540.48
3037,NH,NEWE,540.48
3038,NH,NEWE,540.48
3040,NH,NEWE,540.48
3041,NH,NEWE,540.48
3042,NH,NEWE,540.48
3043,NH,NEWE,540.48
3044,NH,NEWE,540.48
3045,NH,NEWE,540.48
3046,NH,NEWE,540.48
3047,NH,NEWE,540.48
3048,NH,NEWE,540.48
3049,NH,NEWE,540.48
3051,NH,NEWE,540.48
3052,NH,NEWE,540.48
3053,NH,NEWE,540.48
3054,NH,NEWE,540.48
3055,NH,NEWE,540.48
3057,NH,NEWE,540.48
3060,NH,NEWE,540.48
3061,NH,NEWE,540.48
3062,NH,NEWE,540.48
3063,NH,NEWE,540.48
3064,NH,NEWE,540.48
3070,NH,NEWE,540.48
3071,NH,NEWE,540.48
3073,NH,NEWE,540.48
3076,NH,NEWE,540.48
3077,NH,NEWE,540.48
3079,NH,NEWE,540.48
3082,NH,NEWE,540.48
3084,NH,NEWE,540.48
3086,NH,NEWE,540.48
3087,NH,NEWE,540.48
3101,NH,NEWE,540.48
3102,NH,NEWE,540.48
3103,NH,NEWE,540.48
3104,NH,NEWE,540.48
3105,NH,NEWE,540.48
3106,NH,NEWE,540.48
3107,NH,NEWE,540.48
3108,NH,NEWE,540.48
3109,NH,NEWE,540.48
3110,NH,NEWE,540.48
3111,NH,NEWE,540.48
3215,NH,NEWE,540.48
3216,NH,NEWE,540.48
3217,NH,NEWE,540.48
3218,NH,NEWE,540.48
3220,NH,NEWE,540.48
3221,NH,NEWE,540.48
3222,NH,NEWE,540.48
3223,NH,NEWE,540.48
3224,NH,NEWE,540.48
3225,NH,NEWE,540.48
3226,NH,NEWE,540.48
3227,NH,NEWE,540.48
3229,NH,NEWE,540.48
3230,NH,NEWE,540.48
3231,NH,NEWE,540.48
3233,NH,NEWE,540.48
3234,NH,NEWE,540.48
3235,NH,NEWE,540.48
3237,NH,NEWE,540.48
3238,NH,NEWE,540.48
3240,NH,NEWE,540.48
3241,NH,NEWE,540.48
3242,NH,NEWE,540.48
3243,NH,NEWE,540.48
3244,NH,NEWE,540.48
3245,NH,NEWE,540.48
3246,NH,NEWE,540.48
3247,NH,NEWE,540.48
3249,NH,NEWE,540.48
3251,NH,NEWE,540.48
3252,NH,NEWE,540.48
3253,NH,NEWE,540.48
3254,NH,NEWE,540.48
3255,NH,NEWE,540.48
3256,NH,NEWE,540.48
3257,NH,NEWE,540.48
3258,NH,NEWE,540.48
3259,NH,NEWE,540.48
3260,NH,NEWE,540.48
3261,NH,NEWE,540.48
3262,NH,NEWE,540.48
3263,NH,NEWE,540.48
3264,NH,NEWE,540.48
3266,NH,NEWE,540.48
3268,NH,NEWE,540.48
3269,NH,NEWE,540.48
3272,NH,NEWE,540.48
3273,NH,NEWE,540.48
3274,NH,NEWE,540.48
3275,NH,NEWE,540.48
3276,NH,NEWE,540.48
3278,NH,NEWE,540.48
3279,NH,NEWE,540.48
3280,NH,NEWE,540.48
3281,NH,NEWE,540.48
3282,NH,NEWE,540.48
3284,NH,NEWE,540.48
3285,NH,NEWE,540.48
3287,NH,NEWE,540.48
3289,NH,NEWE,540.48
3290,NH,NEWE,540.48
3291,NH,NEWE,540.48
3293,NH,NEWE,540.48
3298,NH,NEWE,540.48
3299,NH,NEWE,540.48
3301,NH,NEWE,540.48
3302,NH,NEWE,540.48
3303,NH,NEWE,540.48
3304,NH,NEWE,540.48
3305,NH,NEWE,540.48
3307,NH,NEWE,540.48
3431,NH,NEWE,540.48
3435,NH,NEWE,540.48
3440,NH,NEWE,540.48
3441,NH,NEWE,540.48
3442,NH,NEWE,540.48
3443,NH,NEWE,540.48
3444,NH,NEWE,540.48
3445,NH,NEWE,540.48
3446,NH,NEWE,540.48
3447,NH,NEWE,540.48
3448,NH,NEWE,540.48
3449,NH,NEWE,540.48
3450,NH,NEWE,540.48
3451,NH,NEWE,540.48
3452,NH,NEWE,540.48
3455,NH,NEWE,540.48
3456,NH,NEWE,540.48
3457,NH,NEWE,540.48
3458,NH,NEWE,540.48
3461,NH,NEWE,540.48
3462,NH,NEWE,540.48
3464,NH,NEWE,540.48
3465,NH,NEWE,540.48
3466,NH,NEWE,540.48
3467,NH,NEWE,540.48
3468,NH,NEWE,540.48
3469,NH,NEWE,540.48
3470,NH,NEWE,540.48
3561,NH,NEWE,540.48
3570,NH,NEWE,540.48
3574,NH,NEWE,540.48
3575,NH,NEWE,540.48
3576,NH,NEWE,540.48
3579,ME,NEWE,540.48
3580,NH,NEWE,540.48
3581,NH,NEWE,540.48
3582,NH,NEWE,540.48
3583,NH,NEWE,540.48
3584,NH,NEWE,540.48
3585,NH,NEWE,540.48
3586,NH,NEWE,540.48
3588,NH,NEWE,540.48
3589,NH,NEWE,540.48
3590,NH,NEWE,540.48
3592,NH,NEWE,540.48
3593,NH,NEWE,540.48
3595,NH,NEWE,540.48
3597,NH,NEWE,540.48
3598,NH,NEWE,540.48
3601,NH,NEWE,540.48
3602,NH,NEWE,540.48
3603,NH,NEWE,540.48
3604,NH,NEWE,540.48
3605,NH,NEWE,540.48
3607,NH,NEWE,540.48
3608,NH,NEWE,540.48
3609,NH,NEWE,540.48
3740,NH,NEWE,540.48
3741,NH,NEWE,540.48
3743,NH,NEWE,540.48
3745,NH,NEWE,540.48
3746,NH,NEWE,540.48
3748,NH,NEWE,540.48
3749,NH,NEWE,540.48
3750,NH,NEWE,540.48
3751,NH,NEWE,540.48
3752,NH,NEWE,540.48
3753,NH,NEWE,540.48
3754,NH,NEWE,540.48
3755,NH,NEWE,540.48
3756,NH,NEWE,540.48
3765,NH,NEWE,540.48
3766,NH,NEWE,540.48
3768,NH,NEWE,540.48
3769,NH,NEWE,540.48
3770,NH,NEWE,540.48
3771,NH,NEWE,540.48
3773,NH,NEWE,540.48
3774,NH,NEWE,540.48
3777,NH,NEWE,540.48
3779,NH,NEWE,540.48
3780,NH,NEWE,540.48
3781,NH,NEWE,540.48
3782,NH,NEWE,540.48
3784,NH,NEWE,540.48
3785,NH,NEWE,540.48
3801,NH,NEWE,540.48
3802,NH,NEWE,540.48
3803,NH,NEWE,540.48
3804,NH,NEWE,540.48
3805,NH,NEWE,540.48
3809,NH,NEWE,540.48
3810,NH,NEWE,540.48
3811,NH,NEWE,540.48
3812,NH,NEWE,540.48
3813,NH,NEWE,540.48
3814,NH,NEWE,540.48
3815,NH,NEWE,540.48
3816,NH,NEWE,540.48
3817,NH,NEWE,540.48
3818,NH,NEWE,540.48
3819,NH,NEWE,540.48
3820,NH,NEWE,540.48
3821,NH,NEWE,540.48
3822,NH,NEWE,540.48
3823,NH,NEWE,540.48
3824,NH,NEWE,540.48
3825,NH,NEWE,540.48
3826,NH,NEWE,540.48
3827,NH,NEWE,540.48
3830,NH,NEWE,540.48
3832,NH,NEWE,540.48
3833,NH,NEWE,540.48
3835,NH,NEWE,540.48
3836,NH,NEWE,540.48
3837,NH,NEWE,540.48
3838,NH,NEWE,540.48
3839,NH,NEWE,540.48
3840,NH,NEWE,540.48
3841,NH,NEWE,540.48
3842,NH,NEWE,540.48
3843,NH,NEWE,540.48
3844,NH,NEWE,540.48
3845,NH,NEWE,540.48
3846,NH,NEWE,540.48
3847,NH,NEWE,540.48
3848,NH,NEWE,540.48
3849,NH,NEWE,540.48
3850,NH,NEWE,540.48
3851,NH,NEWE,540.48
3852,NH,NEWE,540.48
3853,NH,NEWE,540.48
3854,NH,NEWE,540.48
3855,NH,NEWE,540.48
3856,NH,NEWE,540.48
3857,NH,NEWE,540.48
3858,NH,NEWE,540.48
3859,NH,NEWE,540.48
3860,NH,NEWE,540.48
3861,NH,NEWE,540.48
3862,NH,NEWE,540.48
3864,NH,NEWE,540.48
3865,NH,NEWE,540.48
3866,NH,NEWE,540.48
3867,NH,NEWE,540.48
3868,NH,NEWE,540.48
3869,NH,NEWE,540.48
3870,NH,NEWE,540.48
3871,NH,NEWE,540.48
3872,NH,NEWE,540.48
3873,NH,NEWE,540.48
3874,NH,NEWE,540.48
3875,NH,NEWE,540.48
3878,NH,NEWE,540.48
3882,NH,NEWE,540.48
3883,NH,NEWE,540.48
3884,NH,NEWE,540.48
3885,NH,NEWE,540.48
3886,NH,NEWE,540.48
3887,NH,NEWE,540.48
3890,NH,NEWE,540.48
3894,NH,NEWE,540.48
3896,NH,NEWE,540.48
3897,NH,NEWE,540.48
3901,ME,NEWE,540.48
3902,ME,NEWE,540.48
3903,ME,NEWE,540.48
3904,ME,NEWE,540.48
3905,ME,NEWE,540.48
3906,ME,NEWE,540.48
3907,ME,NEWE,540.48
3908,ME,NEWE,540.48
3909,ME,NEWE,540.48
3910,ME,NEWE,540.48
3911,ME,NEWE,540.48
4001,ME,NEWE,540.48
4002,ME,NEWE,540.48
4003,ME,NEWE,540.48
4004,ME,NEWE,540.48
4005,ME,NEWE,540.48
4006,ME,NEWE,540.48
4007,ME,NEWE,540.48
4008,ME,NEWE,540.48
4009,ME,NEWE,540.48
4010,ME,NEWE,540.48
4011,ME,NEWE,540.48
4013,ME,NEWE,540.48
4014,ME,NEWE,540.48
4015,ME,NEWE,540.48
4016,ME,NEWE,540.48
4017,ME,NEWE,540.48
4019,ME,NEWE,540.48
4020,ME,NEWE,540.48
4021,ME,NEWE,540.48
4022,ME,NEWE,540.48
4024,ME,NEWE,540.48
4027,ME,NEWE,540.48
4028,ME,NEWE,540.48
4029,ME,NEWE,540.48
4030,ME,NEWE,540.48
4032,ME,NEWE,540.48
4033,ME,NEWE,540.48
4034,ME,NEWE,540.48
4037,ME,NEWE,540.48
4038,ME,NEWE,540.48
4039,ME,NEWE,540.48
4040,ME,NEWE,540.48
4041,ME,NEWE,540.48
4042,ME,NEWE,540.48
4043,ME,NEWE,540.48
4046,ME,NEWE,540.48
4047,ME,NEWE,540.48
4048,ME,NEWE,540.48
4049,ME,NEWE,540.48
4050,ME,NEWE,540.48
4051,ME,NEWE,540.48
4054,ME,NEWE,540.48
4055,ME,NEWE,540.48
4056,ME,NEWE,540.48
4057,ME,NEWE,540.48
4061,ME,NEWE,540.48
4062,ME,NEWE,540.48
4063,ME,NEWE,540.48
4064,ME,NEWE,540.48
4066,ME,NEWE,540.48
4068,ME,NEWE,540.48
4069,ME,NEWE,540.48
4070,ME,NEWE,540.48
4071,ME,NEWE,540.48
4072,ME,NEWE,540.48
4073,ME,NEWE,540.48
4074,ME,NEWE,540.48
4076,ME,NEWE,540.48
4077,ME,NEWE,540.48
4078,ME,NEWE,540.48
4079,ME,NEWE,540.48
4082,ME,NEWE,540.48
4083,ME,NEWE,540.48
4084,ME,NEWE,540.48
4085,ME,NEWE,540.48
4086,ME,NEWE,540.48
4087,ME,NEWE,540.48
4088,ME,NEWE,540.48
4090,ME,NEWE,540.48
4091,ME,NEWE,540.48
4092,ME,NEWE,540.48
4093,ME,NEWE,540.48
4094,ME,NEWE,540.48
4095,ME,NEWE,540.48
4096,ME,NEWE,540.48
4097,ME,NEWE,540.48
4098,ME,NEWE,540.48
4101,ME,NEWE,540.48
4102,ME,NEWE,540.48
4103,ME,NEWE,540.48
4104,ME,NEWE,540.48
4105,ME,NEWE,540.48
4106,ME,NEWE,540.48
4107,ME,NEWE,540.48
4108,ME,NEWE,540.48
4109,ME,NEWE,540.48
4110,ME,NEWE,540.48
4112,ME,NEWE,540.48
4116,ME,NEWE,540.48
4122,ME,NEWE,540.48
4123,ME,NEWE,540.48
4124,ME,NEWE,540.48
4210,ME,NEWE,540.48
4211,ME,NEWE,540.48
4212,ME,NEWE,540.48
4216,ME,NEWE,540.48
4217,ME,NEWE,540.48
4219,ME,NEWE,540.48
4220,ME,NEWE,540.48
4221,ME,NEWE,540.48
4222,ME,NEWE,540.48
4223,ME,NEWE,540.48
4224,ME,NEWE,540.48
4225,ME,NEWE,540.48
4226,ME,NEWE,540.48
4227,ME,NEWE,540.48
4228,ME,NEWE,540.48
4230,ME,NEWE,540.48
4231,ME,NEWE,540.48
4234,ME,NEWE,540.48
4236,ME,NEWE,540.48
4237,ME,NEWE,540.48
4238,ME,NEWE,540.48
4239,ME,NEWE,540.48
4240,ME,NEWE,540.48
4241,ME,NEWE,540.48
4243,ME,NEWE,540.48
4250,ME,NEWE,540.48
4252,ME,NEWE,540.48
4253,ME,NEWE,540.48
4254,ME,NEWE,540.48
4255,ME,NEWE,540.48
4256,ME,NEWE,540.48
4257,ME,NEWE,540.48
4258,ME,NEWE,540.48
4259,ME,NEWE,540.48
4260,ME,NEWE,540.48
4261,ME,NEWE,540.48
4262,ME,NEWE,540.48
4263,ME,NEWE,540.48
4265,ME,NEWE,540.48
4266,ME,NEWE,540.48
4267,ME,NEWE,540.48
4268,ME,NEWE,540.48
4270,ME,NEWE,540.48
4271,ME,NEWE,540.48
4274,ME,NEWE,540.48
4275,ME,NEWE,540.48
4276,ME,NEWE,540.48
4280,ME,NEWE,540.48
4281,ME,NEWE,540.48
4282,ME,NEWE,540.48
4284,ME,NEWE,540.48
4285,ME,NEWE,540.48
4286,ME,NEWE,540.48
4287,ME,NEWE,540.48
4288,ME,NEWE,540.48
4289,ME,NEWE,540.48
4290,ME,NEWE,540.48
4291,ME,NEWE,540.48
4292,ME,NEWE,540.48
4294,ME,NEWE,540.48
4330,ME,NEWE,540.48
4332,ME,NEWE,540.48
4333,ME,NEWE,540.48
4336,ME,NEWE,540.48
4338,ME,NEWE,540.48
4341,ME,NEWE,540.48
4342,ME,NEWE,540.48
4343,ME,NEWE,540.48
4344,ME,NEWE,540.48
4345,ME,NEWE,540.48
4346,ME,NEWE,540.48
4347,ME,NEWE,540.48
4348,ME,NEWE,540.48
4349,ME,NEWE,540.48
4350,ME,NEWE,540.48
4351,ME,NEWE,540.48
4352,ME,NEWE,540.48
4353,ME,NEWE,540.48
4354,ME,NEWE,540.48
4355,ME,NEWE,540.48
4357,ME,NEWE,540.48
4358,ME,NEWE,540.48
4359,ME,NEWE,540.48
4360,ME,NEWE,540.48
4363,ME,NEWE,540.48
4364,ME,NEWE,540.48
4401,ME,NEWE,540.48
4402,ME,NEWE,540.48
4406,ME,NEWE,540.48
4408,ME,NEWE,540.48
4410,ME,NEWE,540.48
4411,ME,NEWE,540.48
4412,ME,NEWE,540.48
4413,ME,NEWE,540.48
4414,ME,NEWE,540.48
4415,ME,NEWE,540.48
4416,ME,NEWE,540.48
4417,ME,NEWE,540.48
4418,ME,NEWE,540.48
4419,ME,NEWE,540.48
4420,ME,NEWE,540.48
4421,ME,NEWE,540.48
4422,ME,NEWE,540.48
4424,ME,NEWE,540.48
4426,ME,NEWE,540.48
4427,ME,NEWE,540.48
4428,ME,NEWE,540.48
4429,ME,NEWE,540.48
4430,ME,NEWE,540.48
4431,ME,NEWE,540.48
4434,ME,NEWE,540.48
4435,ME,NEWE,540.48
4438,ME,NEWE,540.48
4441,ME,NEWE,540.48
4442,ME,NEWE,540.48
4443,ME,NEWE,540.48
4444,ME,NEWE,540.48
4448,ME,NEWE,540.48
4449,ME,NEWE,540.48
4450,ME,NEWE,540.48
4451,ME,NEWE,540.48
4453,ME,NEWE,540.48
4454,ME,NEWE,540.48
4455,ME,NEWE,540.48
4456,ME,NEWE,540.48
4457,ME,NEWE,540.48
4459,ME,NEWE,540.48
4460,ME,NEWE,540.48
4461,ME,NEWE,540.48
4462,ME,NEWE,540.48
4463,ME,NEWE,540.48
4464,ME,NEWE,540.48
4468,ME,NEWE,540.48
4469,ME,NEWE,540.48
4471,ME,NEWE,540.48
4472,ME,NEWE,540.48
4473,ME,NEWE,540.48
4474,ME,NEWE,540.48
4475,ME,NEWE,540.48
4476,ME,NEWE,540.48
4478,ME,NEWE,540.48
4479,ME,NEWE,540.48
4481,ME,NEWE,540.48
4485,ME,NEWE,540.48
4487,ME,NEWE,540.48
4488,ME,NEWE,540.48
4489,ME,NEWE,540.48
4490,ME,NEWE,540.48
4491,ME,NEWE,540.48
4492,ME,NEWE,540.48
4493,ME,NEWE,540.48
4495,ME,NEWE,540.48
4496,ME,NEWE,540.48
4497,ME,NEWE,540.48
4530,ME,NEWE,540.48
4535,ME,NEWE,540.48
4537,ME,NEWE,540.48
4538,ME,NEWE,540.48
4539,ME,NEWE,540.48
4541,ME,NEWE,540.48
4543,ME,NEWE,540.48
4544,ME,NEWE,540.48
4547,ME,NEWE,540.48
4548,ME,NEWE,540.48
4549,ME,NEWE,540.48
4551,ME,NEWE,540.48
4553,ME,NEWE,540.48
4554,ME,NEWE,540.48
4555,ME,NEWE,540.48
4556,ME,NEWE,540.48
4558,ME,NEWE,540.48
4562,ME,NEWE,540.48
4563,ME,NEWE,540.48
4564,ME,NEWE,540.48
4565,ME,NEWE,540.48
4568,ME,NEWE,540.48
4570,ME,NEWE,540.48
4571,ME,NEWE,540.48
4572,ME,NEWE,540.48
4573,ME,NEWE,540.48
4574,ME,NEWE,540.48
4575,ME,NEWE,540.48
4576,ME,NEWE,540.48
4578,ME,NEWE,540.48
4579,ME,NEWE,540.48
4605,ME,NEWE,540.48
4606,ME,NEWE,540.48
4607,ME,NEWE,540.48
4609,ME,NEWE,540.48
4611,ME,NEWE,540.48
4612,ME,NEWE,540.48
4613,ME,NEWE,540.48
4614,ME,NEWE,540.48
4616,ME,NEWE,540.48
4617,ME,NEWE,540.48
4619,ME,NEWE,540.48
4622,ME,NEWE,540.48
4623,ME,NEWE,540.48
4624,ME,NEWE,540.48
4625,ME,NEWE,540.48
4626,ME,NEWE,540.48
4627,ME,NEWE,540.48
4628,ME,NEWE,540.48
4629,ME,NEWE,540.48
4630,ME,NEWE,540.48
4631,ME,NEWE,540.48
4634,ME,NEWE,540.48
4635,ME,NEWE,540.48
4637,ME,NEWE,540.48
4640,ME,NEWE,540.48
4642,ME,NEWE,540.48
4643,ME,NEWE,540.48
4644,ME,NEWE,540.48
4645,ME,NEWE,540.48
4646,ME,NEWE,540.48
4648,ME,NEWE,540.48
4649,ME,NEWE,540.48
4650,ME,NEWE,540.48
4652,ME,NEWE,540.48
4653,ME,NEWE,540.48
4654,ME,NEWE,540.48
4655,ME,NEWE,540.48
4657,ME,NEWE,540.48
4658,ME,NEWE,540.48
4660,ME,NEWE,540.48
4662,ME,NEWE,540.48
4664,ME,NEWE,540.48
4666,ME,NEWE,540.48
4667,ME,NEWE,540.48
4668,ME,NEWE,540.48
4669,ME,NEWE,540.48
4671,ME,NEWE,540.48
4672,ME,NEWE,540.48
4673,ME,NEWE,540.48
4674,ME,NEWE,540.48
4675,ME,NEWE,540.48
4676,ME,NEWE,540.48
4677,ME,NEWE,540.48
4679,ME,NEWE,540.48
4680,ME,NEWE,540.48
4681,ME,NEWE,540.48
4683,ME,NEWE,540.48
4684,ME,NEWE,540.48
4685,ME,NEWE,540.48
4686,ME,NEWE,540.48
4691,ME,NEWE,540.48
4693,ME,NEWE,540.48
4694,ME,NEWE,540.48
4730,ME,NEWE,540.48
4732,ME,NEWE,540.48
4733,ME,NEWE,540.48
4734,ME,NEWE,540.48
4735,ME,NEWE,540.48
4736,ME,NEWE,540.48
4737,ME,NEWE,540.48
4738,ME,NEWE,540.48
4739,ME,NEWE,540.48
4740,ME,NEWE,540.48
4741,ME,NEWE,540.48
4742,ME,NEWE,540.48
4743,ME,NEWE,540.48
4744,ME,NEWE,540.48
4745,ME,NEWE,540.48
4746,ME,NEWE,540.48
4747,ME,NEWE,540.48
4750,ME,NEWE,540.48
4751,ME,NEWE,540.48
4756,ME,NEWE,540.48
4757,ME,NEWE,540.48
4758,ME,NEWE,540.48
4760,ME,NEWE,540.48
4761,ME,NEWE,540.48
4762,ME,NEWE,540.48
4763,ME,NEWE,540.48
4764,ME,NEWE,540.48
4765,ME,NEWE,540.48
4766,ME,NEWE,540.48
4768,ME,NEWE,540.48
4769,ME,NEWE,540.48
4772,ME,NEWE,540.48
4773,ME,NEWE,540.48
4774,ME,NEWE,540.48
4775,ME,NEWE,540.48
4776,ME,NEWE,540.48
4777,ME,NEWE,540.48
4779,ME,NEWE,540.48
4780,ME,NEWE,540.48
4781,ME,NEWE,540.48
4783,ME,NEWE,540.48
4785,ME,NEWE,540.48
4786,ME,NEWE,540.48
4787,ME,NEWE,540.48
4841,ME,NEWE,540.48
4843,ME,NEWE,540.48
4846,ME,NEWE,540.48
4847,ME,NEWE,540.48
4848,ME,NEWE,540.48
4849,ME,NEWE,540.48
4850,ME,NEWE,540.48
4851,ME,NEWE,540.48
4852,ME,NEWE,540.48
4853,ME,NEWE,540.48
4854,ME,NEWE,540.48
4855,ME,NEWE,540.48
4856,ME,NEWE,540.48
4858,ME,NEWE,540.48
4859,ME,NEWE,540.48
4860,ME,NEWE,540.48
4861,ME,NEWE,540.48
4862,ME,NEWE,540.48
4863,ME,NEWE,540.48
4864,ME,NEWE,540.48
4865,ME,NEWE,540.48
4901,ME,NEWE,540.48
4903,ME,NEWE,540.48
4910,ME,NEWE,540.48
4911,ME,NEWE,540.48
4912,ME,NEWE,540.48
4915,ME,NEWE,540.48
4917,ME,NEWE,540.48
4918,ME,NEWE,540.48
4920,ME,NEWE,540.48
4921,ME,NEWE,540.48
4922,ME,NEWE,540.48
4923,ME,NEWE,540.48
4924,ME,NEWE,540.48
4925,ME,NEWE,540.48
4926,ME,NEWE,540.48
4927,ME,NEWE,540.48
4928,ME,NEWE,540.48
4929,ME,NEWE,540.48
4930,ME,NEWE,540.48
4932,ME,NEWE,540.48
4933,ME,NEWE,540.48
4935,ME,NEWE,540.48
4936,ME,NEWE,540.48
4937,ME,NEWE,540.48
4938,ME,NEWE,540.48
4939,ME,NEWE,540.48
4940,ME,NEWE,540.48
4941,ME,NEWE,540.48
4942,ME,NEWE,540.48
4943,ME,NEWE,540.48
4944,ME,NEWE,540.48
4945,ME,NEWE,540.48
4947,ME,NEWE,540.48
4949,ME,NEWE,540.48
4950,ME,NEWE,540.48
4951,ME,NEWE,540.48
4952,ME,NEWE,540.48
4953,ME,NEWE,540.48
4954,ME,NEWE,540.48
4955,ME,NEWE,540.48
4956,ME,NEWE,540.48
4957,ME,NEWE,540.48
4958,ME,NEWE,540.48
4961,ME,NEWE,540.48
4962,ME,NEWE,540.48
4963,ME,NEWE,540.48
4964,ME,NEWE,540.48
4965,ME,NEWE,540.48
4966,ME,NEWE,540.48
4967,ME,NEWE,540.48
4969,ME,NEWE,540.48
4970,ME,NEWE,540.48
4971,ME,NEWE,540.48
4972,ME,NEWE,540.48
4973,ME,NEWE,540.48
4974,ME,NEWE,540.48
4975,ME,NEWE,540.48
4976,ME,NEWE,540.48
4978,ME,NEWE,540.48
4979,ME,NEWE,540.48
4981,ME,NEWE,540.48
4982,ME,NEWE,540.48
4983,ME,NEWE,540.48
4984,ME,NEWE,540.48
4985,ME,NEWE,540.48
4986,ME,NEWE,540.48
4987,ME,NEWE,540.48
4988,ME,NEWE,540.48
4989,ME,NEWE,540.48
4992,ME,NEWE,540.48
5001,VT,NEWE,540.48
5009,VT,NEWE,540.48
5030,VT,NEWE,540.48
5031,VT,NEWE,540.48
5032,VT,NEWE,540.48
5033,VT,NEWE,540.48
5034,VT,NEWE,540.48
5035,VT,NEWE,540.48
